,TrigNo,T50,T90,F1,F2,F3,F4,P64,P256,P1024
1,105,1.792,5.184,8.69E-07,1.32E-06,2.05E-06,1.03E-06,12.761,11.857,9.937
2,107,68.608,208.576,5.50E-08,5.69E-08,5.92E-08,7.69E-08,0.408,0.299,0.2
3,108,1.28,3.136,8.29E-09,1.50E-08,3.20E-08,1.46E-06,0.812,0.439,0.112
4,109,47.104,90.176,4.43E-06,7.31E-06,1.77E-05,2.95E-05,3.777,3.62,3.35
5,110,306.368,430.016,4.50E-07,4.67E-07,1.78E-06,4.01E-07,0.475,0.478,0.367
6,111,41.728,98.176,1.11E-06,1.89E-06,2.02E-06,0,0.774,0.649,0.589
7,114,29.632,381.248,6.59E-07,7.02E-07,7.21E-07,0,0.74,0.722,0.516
8,121,48.64,75.008,2.50E-06,2.64E-06,4.78E-06,7.27E-06,1.793,1.496,1.128
9,130,33.792,61.952,3.19E-06,4.89E-06,1.35E-05,1.72E-05,3.926,3.468,2.816
10,133,95.232,182.016,7.43E-07,7.47E-07,2.42E-06,1.83E-06,0.808,0.659,0.607
11,138,0.218,0.315,6.71E-09,1.78E-08,5.89E-08,5.28E-08,1.107,0.722,0.364
12,143,6.72,50.816,5.72E-06,7.59E-06,4.56E-05,0.000233,52.008,47.569,37.634
13,148,419.008,454.016,6.31E-07,6.43E-07,8.17E-07,7.09E-09,1.442,1.404,1.267
14,160,8.384,17.024,5.17E-07,8.40E-07,3.06E-06,4.40E-07,4.21,3,2.584
15,171,12.864,24.768,4.34E-07,4.47E-07,7.84E-07,1.80E-07,1.077,0.646,0.602
16,179,3.2,7.232,2.57E-07,2.78E-07,5.04E-07,7.57E-08,5.249,4.736,2.5
17,185,0.056,0.132,8.57E-09,8.51E-09,3.39E-08,0,1.583,0.729,0.165
18,204,20.288,62.656,1.47E-08,5.52E-08,5.37E-07,1.49E-06,0.708,0.674,0.513
19,207,0.042,0.085,4.09E-09,8.45E-09,5.81E-08,3.34E-07,2.836,1.025,0.198
20,211,203.84,292.736,3.66E-07,3.97E-07,7.55E-07,0,0.7,0.507,0.466
21,214,18.816,45.696,4.06E-07,4.40E-07,4.14E-07,0,0.982,0.752,0.649
22,218,0.597,1.173,1.12E-08,3.51E-08,1.23E-07,3.49E-07,0.978,0.868,0.665
23,219,6.272,29.696,3.03E-06,4.22E-06,1.05E-05,1.48E-05,20.133,18.063,13.069
24,222,57.024,73.088,7.81E-07,1.04E-06,2.77E-06,2.54E-06,4.538,3.99,3.005
25,223,22.784,29.184,5.18E-08,6.49E-08,1.68E-07,0,0.633,0.457,0.374
26,226,61.44,221.184,2.17E-06,3.21E-06,9.43E-06,2.47E-05,1.307,1.298,1.09
27,228,5.504,12.352,1.33E-07,1.24E-07,1.77E-07,4.72E-08,1.332,1.054,0.817
28,229,0.256,0.448,4.43E-09,1.12E-08,5.42E-08,6.62E-08,1.085,0.674,0.288
29,235,10.304,26.432,1.51E-07,2.16E-07,9.76E-07,1.62E-06,0.719,0.552,0.405
30,237,30.208,40.512,6.74E-08,8.29E-08,3.81E-07,3.82E-07,0.967,0.825,0.639
31,249,6.656,28.544,6.44E-06,1.21E-05,4.21E-05,8.96E-05,35.696,34.621,31.66
32,254,0.192,0.384,1.19E-08,1.57E-08,1.57E-07,1.10E-06,1.545,1.319,0.483
33,257,28.48,80.832,8.00E-07,1.29E-06,4.19E-06,3.05E-05,1.866,1.711,1.493
34,288,21.44,41.152,3.09E-07,3.17E-07,5.48E-07,4.27E-06,0.659,0.519,0.397
35,289,0.03,0.067,5.27E-10,3.64E-09,2.99E-08,6.28E-08,1.607,0.51,0.163
36,297,0.32,0.96,1.49E-08,3.32E-08,1.55E-07,8.68E-07,2.979,2.19,0.8
37,298,0.111,0.455,1.37E-07,2.45E-07,1.19E-06,4.71E-06,56.127,22.047,6.175
38,332,13.76,50.624,5.11E-07,8.88E-07,1.91E-06,7.10E-07,1.238,1.188,1.127
39,351,52.352,146.944,3.62E-06,3.80E-06,9.14E-06,1.84E-05,1.45,1.226,1.22
40,373,0.768,1.536,3.28E-09,1.09E-08,2.01E-07,6.11E-08,1.089,0.644,0.523
41,394,36.992,106.112,5.97E-06,6.88E-06,2.43E-05,3.48E-05,5.105,4.777,4.056
42,398,10.368,25.6,6.29E-07,9.11E-07,2.38E-06,2.03E-06,2.031,1.714,1.536
43,401,2.88,5.056,2.26E-08,4.24E-08,1.01E-07,3.37E-08,0.418,0.333,0.24
44,404,29.568,123.392,7.20E-07,1.00E-06,1.89E-06,1.61E-06,1.218,1.006,0.827
45,408,35.456,85.44,9.73E-07,1.83E-06,3.01E-06,6.27E-07,1.575,1.435,1.208
46,414,5.312,15.552,1.53E-07,1.17E-07,2.59E-07,6.63E-08,1.051,1.013,0.641
47,432,0.014,0.034,5.04E-09,9.69E-09,7.23E-08,6.22E-07,4.976,1.336,0.374
48,444,0.128,0.256,1.89E-07,2.59E-07,5.82E-07,4.73E-07,28.559,16.597,4.368
49,451,3.072,15.168,3.09E-06,4.21E-06,7.02E-06,6.94E-06,17.457,16.923,15.386
50,465,4.864,13.824,8.72E-08,6.17E-08,2.36E-07,0,0.315,0.309,0.244
51,467,8.832,37.696,2.60E-07,4.78E-07,2.08E-06,3.92E-06,8.998,7.729,4.376
52,469,3.968,15.424,4.37E-07,6.30E-07,2.67E-06,6.95E-06,4.424,4.222,3.82
53,472,37.696,82.176,9.15E-07,1.09E-06,1.98E-06,0,1.395,0.852,0.681
54,473,12.096,31.104,2.77E-07,3.34E-07,4.40E-07,2.28E-08,0.608,0.554,0.443
55,474,0.072,0.152,1.28E-08,3.32E-08,3.89E-07,4.84E-06,10.641,5.782,1.552
56,480,0.019,0.067,1.18E-08,1.60E-08,1.15E-07,1.01E-06,6.625,1.945,0.514
57,486,0.128,0.32,9.64E-09,1.39E-08,6.53E-08,0,1.554,1.088,0.372
58,491,0.039,0.1,1.25E-09,3.32E-09,2.69E-08,1.15E-06,0.612,0.386,0.114
59,493,1.472,4.864,1.70E-07,1.82E-07,3.25E-07,0,1.283,1.096,0.952
60,501,4.992,33.728,1.38E-07,1.50E-07,3.61E-07,0,1.147,1.099,0.923
61,503,31.744,46.656,6.59E-08,1.40E-07,6.40E-07,4.92E-06,5.209,5.055,3.048
62,508,0.448,0.896,1.13E-08,0,7.48E-08,4.24E-07,0.728,0.549,0.308
63,512,0.036,0.183,0,1.02E-08,6.19E-08,3.55E-07,3.331,1.095,0.302
64,516,3.52,12.672,3.54E-07,3.20E-07,3.02E-07,1.75E-07,0.935,0.775,0.696
65,526,2.496,6.592,1.47E-07,5.73E-08,5.11E-08,3.51E-07,0.647,0.494,0.265
66,537,1.216,4.288,4.59E-08,7.12E-08,5.52E-07,1.39E-06,1.827,1.455,1.282
67,540,17.92,32,1.26E-07,1.05E-07,1.00E-07,0,0.88,0.759,0.619
68,543,2.176,4.864,6.08E-07,1.37E-06,3.02E-06,2.72E-06,11.158,10.556,9.145
69,547,0.256,0.512,8.13E-09,3.21E-08,1.87E-07,3.24E-07,2.936,2.692,0.889
70,548,13.696,36.224,7.90E-07,1.38E-06,3.25E-06,7.25E-07,2.202,1.996,1.825
71,549,9.792,14.4,7.14E-08,1.13E-07,2.26E-07,9.41E-07,0.53,0.334,0.265
72,551,0.115,0.25,1.64E-08,4.01E-08,2.19E-07,7.39E-07,5.573,3.669,1.073
73,555,1.92,4.16,1.16E-08,1.19E-08,8.38E-08,5.24E-07,1.623,1.306,0.372
74,559,19.968,34.176,7.60E-08,2.29E-07,4.48E-07,9.99E-06,0.475,0.404,0.227
75,563,8.64,22.528,8.06E-07,1.24E-06,3.03E-06,1.58E-06,2.131,1.886,1.819
76,568,0.058,0.119,6.34E-09,8.63E-09,9.53E-08,7.67E-07,2.647,1.43,0.375
77,575,0.27,0.413,1.10E-08,4.39E-08,2.02E-07,1.67E-07,3.708,2.75,1.065
78,577,57.536,179.84,4.56E-07,5.65E-07,1.23E-06,7.26E-07,0.931,0.793,0.692
79,591,30.656,56.064,4.60E-07,5.20E-07,1.22E-06,9.65E-07,0.935,0.838,0.711
80,594,13.888,26.88,2.41E-07,5.06E-07,1.96E-06,2.22E-06,1.052,0.872,0.737
81,603,0.832,1.472,3.67E-08,1.06E-07,3.42E-07,4.08E-07,7.5,3.491,1.723
82,606,8.576,20.736,3.61E-07,5.00E-07,1.35E-06,9.22E-07,1.204,1.052,0.987
83,630,8,18.176,2.10E-07,3.51E-07,6.30E-07,0,0.581,0.601,0.447
84,647,16.832,59.584,1.65E-06,4.09E-06,1.10E-05,4.14E-06,7.154,7.07,6.557
85,658,6.016,20.672,3.80E-07,5.68E-07,9.77E-07,1.08E-06,1.209,1.281,1.084
86,659,33.28,102.08,2.57E-06,2.27E-06,2.22E-06,5.51E-07,1.196,1.029,0.98
87,660,5.504,20.16,3.61E-07,6.17E-07,2.02E-06,4.35E-06,4.746,4.551,3.231
88,673,13.12,27.456,1.29E-07,3.82E-07,5.42E-07,8.68E-09,0.41,0.299,0.275
89,676,18.432,77.824,1.71E-06,2.39E-06,1.27E-05,2.51E-05,4.408,4.199,4.077
90,677,0.03,0.055,3.96E-09,1.14E-08,9.83E-08,1.50E-06,6.21,1.873,0.487
91,678,20.544,53.888,2.44E-06,3.32E-06,1.74E-05,0.000228,6.738,6.176,5.825
92,680,2.88,10.944,2.03E-07,2.46E-07,3.10E-07,4.50E-08,0.876,0.814,0.793
93,685,15.68,72.512,3.52E-07,3.10E-07,1.21E-07,4.21E-07,1.143,0.956,0.673
94,686,4.992,11.136,2.15E-07,1.76E-07,5.76E-07,1.28E-06,1.11,0.93,0.818
95,690,2.112,3.2,3.43E-08,5.23E-08,9.48E-08,3.67E-08,0.661,0.41,0.221
96,692,5.76,62.528,7.16E-07,1.29E-06,1.63E-06,7.02E-07,1.531,1.31,1.195
97,704,22.784,45.888,3.10E-07,5.38E-07,1.92E-06,1.78E-06,1.415,1.369,1.177
98,711,0.704,2.432,1.98E-07,8.87E-08,0,0,1.201,1.048,0.676
99,717,10.944,37.184,8.70E-08,2.21E-07,2.26E-07,1.02E-08,0.53,0.38,0.286
100,729,0.063,0.183,3.00E-09,3.70E-09,4.37E-08,5.23E-07,1.616,0.607,0.174
101,734,0.448,1.792,2.92E-09,1.19E-08,1.32E-07,7.36E-07,1.008,0.894,0.476
102,741,5.376,12.48,9.54E-08,6.87E-08,3.42E-07,8.87E-07,0.391,0.326,0.216
103,752,1.792,5.44,1.03E-07,1.35E-07,2.93E-07,1.93E-07,1.114,0.826,0.815
104,753,3.968,18.24,1.54E-07,1.93E-07,4.43E-07,0,0.674,0.562,0.458
105,755,1.984,6.464,4.78E-08,6.95E-08,1.90E-07,4.27E-07,1.186,0.931,0.519
106,761,40.128,81.472,2.20E-06,4.12E-06,1.17E-05,1.55E-05,3.588,3.208,2.821
107,764,7.808,20.8,4.05E-07,7.09E-07,1.22E-06,0,1.107,0.97,0.94
108,773,20.672,60.992,5.98E-07,6.45E-07,1.33E-06,3.06E-08,0.966,0.899,0.699
109,788,0.091,0.303,1.72E-08,2.67E-08,4.03E-08,5.88E-08,2.331,1.365,0.381
110,795,21.312,58.432,5.42E-07,6.44E-07,1.26E-06,1.18E-06,1.353,1.115,0.982
111,799,0.052,0.173,1.10E-08,1.51E-08,3.72E-08,0,2.391,0.993,0.258
112,803,4.416,7.232,1.29E-07,2.74E-07,7.96E-07,5.34E-07,1.327,1.18,1.059
113,809,0.256,1.28,3.14E-08,4.87E-08,1.76E-07,2.74E-07,4.128,3.137,1.045
114,815,10.24,25.408,6.97E-07,6.40E-07,7.73E-07,1.75E-07,0.836,0.654,0.564
115,816,23.808,90.944,1.78E-06,6.79E-07,6.43E-07,0,0.434,0.329,0.284
116,820,16.384,31.68,1.57E-07,2.11E-07,1.73E-06,2.62E-06,0.793,0.555,0.455
117,824,15.36,40.128,7.05E-07,9.07E-07,9.66E-07,0,0.712,0.69,0.572
118,825,22.272,74.88,4.04E-07,3.76E-07,9.65E-07,1.74E-06,0.529,0.411,0.321
119,829,6.016,17.344,1.30E-06,3.51E-06,5.04E-06,1.73E-07,6.931,6.489,6.153
120,830,0.06,0.131,1.05E-08,1.72E-08,1.29E-07,4.97E-07,5.055,2.217,0.56
121,834,0.768,1.088,2.07E-08,3.22E-09,5.28E-08,0,0.408,0.359,0.202
122,836,0.256,0.32,1.59E-09,8.56E-09,2.90E-08,4.67E-08,0.925,0.574,0.181
123,840,51.136,76.544,6.25E-08,1.58E-07,9.09E-07,3.06E-06,1.612,1.303,0.934
124,841,5.76,17.408,7.42E-07,1.06E-06,1.81E-06,2.34E-06,6.531,6.078,4.029
125,845,0.896,2.368,2.64E-08,3.16E-08,1.86E-07,1.10E-06,0.881,0.686,0.548
126,856,0.128,0.896,9.94E-09,1.62E-08,2.06E-08,2.74E-08,1.621,0.767,0.206
127,867,1.485,2.614,8.99E-08,1.27E-07,6.46E-07,3.34E-06,2.357,2.356,1.713
128,869,19.328,110.464,7.57E-07,1.86E-06,5.54E-06,1.06E-05,3.545,3.517,2.919
129,878,0.256,0.384,2.53E-09,7.56E-09,9.54E-08,3.89E-07,1.394,1.095,0.381
130,906,0.223,0.398,1.42E-08,2.97E-08,2.23E-07,3.15E-07,2.796,2.401,1.028
131,907,107.904,158.08,2.61E-06,3.49E-06,8.25E-06,1.92E-06,3.744,3.569,3.447
132,909,0.32,0.832,4.87E-08,1.58E-08,1.07E-07,5.68E-08,0.486,0.405,0.191
133,914,2.176,6.656,3.32E-07,3.53E-07,7.96E-07,4.99E-07,2.638,2.533,2.28
134,927,9.152,27.968,1.90E-07,2.41E-07,1.56E-07,4.38E-08,0.699,0.592,0.507
135,929,0.196,0.801,2.59E-08,1.76E-08,0,1.71E-06,1.153,0.53,0.142
136,936,0.908,1.438,4.93E-08,6.73E-08,3.00E-07,1.05E-06,5.854,3.809,1.09
137,938,9.152,30.976,4.81E-07,6.37E-07,9.71E-07,0,1.127,1.052,0.943
138,942,2.624,4.992,2.59E-08,2.14E-08,2.50E-07,5.42E-07,0.637,0.288,0.288
139,946,27.008,48.512,1.20E-07,1.10E-07,6.69E-07,7.50E-07,0.877,0.607,0.308
140,973,22.208,89.984,3.08E-06,3.40E-06,1.32E-05,2.50E-05,5.707,5.288,5.173
141,974,1.728,3.2,2.06E-08,4.44E-08,1.20E-07,9.23E-07,0.551,0.337,0.266
142,999,0.768,6.656,4.88E-07,7.13E-07,2.62E-06,7.50E-06,12.429,11.549,7.4
143,1009,275.648,356.672,1.35E-06,1.67E-06,3.19E-06,4.36E-06,0.805,0.695,0.602
144,1025,0.896,2.624,8.46E-07,1.42E-06,2.99E-06,2.08E-06,17.599,16.273,11.153
145,1036,32.832,100.096,9.72E-07,1.29E-06,3.22E-06,0,1.038,0.936,0.656
146,1039,7.488,42.688,6.65E-07,6.85E-07,1.10E-06,0,1.621,1.383,1.292
147,1042,17.152,25.024,5.89E-07,7.29E-07,7.23E-07,0,1.481,1.244,1.001
148,1046,36.608,114.368,1.54E-06,1.52E-06,2.31E-06,2.04E-06,1.102,0.943,0.813
149,1051,0.128,0.32,6.63E-09,9.40E-09,2.21E-08,3.78E-08,1.461,0.586,0.205
150,1073,0.192,0.512,1.42E-08,3.31E-08,1.09E-07,1.33E-07,2.706,2.115,0.667
151,1076,0.055,0.161,9.91E-09,2.06E-08,1.58E-07,9.29E-07,6.185,2.707,0.693
152,1085,5.76,19.2,5.39E-06,1.26E-05,2.79E-05,1.31E-05,30.623,30.354,29.585
153,1086,12.416,22.592,2.10E-07,1.89E-07,4.06E-07,0,0.591,0.323,0.229
154,1087,22.272,27.584,1.78E-07,2.32E-07,4.52E-07,5.35E-07,0.971,0.849,0.514
155,1088,0.128,0.192,1.97E-08,3.60E-08,3.35E-07,2.66E-06,11.922,5.359,1.368
156,1096,0.192,0.32,4.78E-09,1.49E-08,3.24E-08,0,1.558,0.895,0.255
157,1097,0.087,0.794,5.22E-09,1.65E-08,4.64E-08,9.29E-08,2.597,1.033,0.3
158,1102,0.079,0.187,8.76E-09,2.06E-08,7.24E-08,2.04E-07,3.026,1.632,0.472
159,1112,0.237,0.442,1.49E-08,3.17E-08,1.42E-07,1.35E-06,1.537,1.437,0.707
160,1114,2.816,4.8,3.08E-07,4.37E-07,6.29E-07,7.13E-08,2.783,2.535,1.878
161,1120,3.456,9.088,3.98E-08,1.08E-07,2.04E-07,4.83E-08,0.44,0.297,0.254
162,1122,6.08,18.752,2.63E-06,3.41E-06,1.09E-05,8.13E-06,13.787,11.602,8.196
163,1123,17.28,32.128,1.14E-07,1.41E-07,5.81E-07,3.83E-07,0.58,0.48,0.414
164,1125,5.568,18.112,1.08E-07,2.51E-07,3.63E-07,0,0.655,0.472,0.329
165,1126,9.6,20.288,1.52E-07,2.27E-07,8.90E-07,9.53E-07,1.08,0.801,0.703
166,1128,0.158,0.295,1.87E-09,5.94E-09,1.88E-08,0,0.874,0.344,0.118
167,1129,0.512,0.96,7.83E-09,1.66E-08,5.49E-08,6.50E-08,0.813,0.598,0.347
168,1141,6.912,20.096,3.08E-06,4.27E-06,1.05E-05,3.97E-05,9.262,9.006,8.605
169,1145,1.6,32.192,1.39E-07,1.45E-07,1.93E-07,5.89E-08,2.067,1.762,1.185
170,1148,14.976,49.344,3.62E-07,7.85E-07,4.21E-06,5.89E-06,1.633,1.466,1.001
171,1150,24.832,61.632,1.81E-06,1.64E-06,2.94E-06,3.32E-07,1.897,1.708,1.552
172,1152,161.088,274.88,2.11E-07,2.37E-07,6.44E-07,2.22E-06,0.54,0.285,0.272
173,1153,2.56,9.024,1.04E-07,1.15E-07,1.67E-07,0,0.515,0.339,0.253
174,1154,0.104,0.193,2.42E-09,1.22E-08,9.77E-08,1.09E-06,1.939,1.633,0.404
175,1156,63.488,189.056,1.81E-06,2.77E-06,8.72E-06,2.37E-05,0.818,0.619,0.583
176,1157,9.28,170.56,1.65E-06,1.99E-06,6.88E-06,1.14E-05,12.187,10.04,8.807
177,1159,1.6,18.24,1.28E-07,2.44E-07,1.03E-06,1.06E-06,3.727,3.496,2.907
178,1167,7.552,24.576,7.51E-08,9.66E-08,2.28E-07,0,0.609,0.407,0.287
179,1190,1.792,7.168,3.66E-07,3.65E-07,7.64E-07,6.07E-07,4.008,3.39,2.545
180,1192,27.648,42.24,2.52E-07,3.23E-07,6.08E-07,1.02E-07,0.782,0.61,0.449
181,1196,103.36,162.944,1.10E-07,2.47E-07,1.02E-06,7.13E-07,0.731,0.554,0.395
182,1197,9.408,23.744,7.79E-07,9.86E-07,1.47E-06,4.93E-08,1.449,1.186,0.958
183,1200,7.296,27.712,8.14E-07,1.01E-06,1.58E-06,3.77E-07,1.375,1.169,1.065
184,1204,1.024,3.712,4.95E-08,1.07E-07,2.45E-07,8.87E-08,5.125,3.304,1.213
185,1211,0.276,0.763,7.91E-09,3.36E-08,1.10E-07,5.62E-08,2.084,1.685,0.68
186,1213,12.416,20.224,5.17E-08,1.10E-07,5.77E-07,2.93E-07,0.708,0.428,0.258
187,1218,4.096,9.472,1.76E-07,4.16E-07,7.86E-07,4.09E-07,1.476,1.245,1.069
188,1221,2.176,6.08,2.14E-07,1.70E-07,1.70E-07,9.86E-08,0.969,1.003,0.848
189,1223,0.341,0.974,4.23E-08,2.31E-08,3.62E-08,7.75E-08,1.167,0.796,0.41
190,1235,139.392,189.952,1.82E-06,2.12E-06,5.32E-06,9.32E-07,2.639,2.534,2.408
191,1244,22.656,57.28,1.14E-06,7.27E-07,9.61E-07,2.96E-07,0.95,0.857,0.787
192,1279,11.904,37.76,3.29E-07,4.26E-07,8.07E-07,2.74E-07,1.406,1.204,0.921
193,1288,100.224,318.592,2.08E-06,5.55E-06,2.33E-05,5.39E-06,6.814,6.553,5.325
194,1289,0.263,0.681,2.36E-08,3.46E-08,1.11E-07,1.55E-07,2.36,1.437,0.713
195,1291,6.848,15.296,1.32E-07,2.85E-07,1.54E-06,2.67E-06,2.283,1.905,1.384
196,1298,1.664,3.904,2.19E-08,3.28E-08,5.42E-08,0,0.462,0.322,0.223
197,1303,7.936,21.248,2.12E-07,2.46E-07,1.19E-06,1.27E-05,1.13,0.829,0.604
198,1306,3.072,7.296,1.43E-07,1.24E-07,1.81E-07,3.28E-07,0.679,0.542,0.435
199,1308,0.058,0.215,3.54E-09,1.95E-08,7.13E-08,0,3.266,1.601,0.427
200,1318,48.64,185.856,1.24E-07,3.26E-07,7.02E-07,0,0.976,0.847,0.545
201,1346,2.176,4.544,2.97E-08,9.70E-08,2.88E-07,4.50E-07,2.006,1.422,0.85
202,1359,0.107,0.258,8.41E-09,1.13E-08,6.84E-08,5.68E-07,2.005,1.246,0.309
203,1382,3.2,7.808,8.40E-08,1.22E-07,2.76E-07,3.10E-07,0.552,0.51,0.428
204,1384,31.104,49.152,2.44E-08,2.02E-08,1.31E-07,3.10E-07,1.59,1.317,0.88
205,1385,15.296,51.776,2.41E-06,4.34E-06,1.89E-05,6.87E-05,3.852,3.617,3.336
206,1390,7.296,17.728,5.97E-08,1.84E-07,3.45E-07,3.24E-06,0.36,0.344,0.229
207,1396,15.104,20.992,3.09E-07,4.81E-07,1.02E-06,7.98E-07,1.786,1.682,0.948
208,1404,0.704,1.408,6.49E-09,1.65E-08,8.96E-08,4.65E-08,0.716,0.563,0.393
209,1406,7.808,19.968,1.00E-06,1.19E-06,2.00E-06,6.02E-06,2.102,1.968,1.753
210,1416,1.536,3.456,9.97E-08,1.17E-07,1.70E-07,3.38E-08,2.142,1.503,0.888
211,1419,10.496,122.496,2.81E-06,3.71E-06,9.13E-06,6.13E-06,4.648,4.505,4.393
212,1425,3.392,10.432,2.12E-06,1.97E-06,3.21E-06,3.86E-06,9.52,9.225,7.03
213,1432,17.024,38.72,9.30E-07,7.06E-07,1.05E-06,0,0.582,0.503,0.428
214,1435,0.704,1.216,0,9.17E-09,7.22E-08,1.25E-07,0.342,0.364,0.277
215,1439,2.176,8.32,1.17E-07,1.12E-07,1.15E-07,7.17E-07,0.559,0.534,0.405
216,1440,2.752,24.384,8.93E-07,1.45E-06,6.05E-06,6.42E-06,12.458,11.496,10.01
217,1443,1.152,2.496,1.30E-07,2.85E-07,7.91E-07,5.88E-07,4.713,4.492,3.385
218,1446,9.216,33.536,2.97E-07,4.44E-07,1.50E-06,4.87E-07,0.615,0.483,0.459
219,1447,11.136,22.72,4.47E-07,9.48E-07,3.21E-06,4.04E-06,1.754,1.743,1.784
220,1449,22.656,33.216,5.30E-07,6.95E-07,1.40E-06,2.14E-06,1.54,1.468,1.207
221,1452,6.272,12.16,9.27E-08,2.53E-07,6.52E-07,2.24E-07,0.83,0.782,0.668
222,1453,0.192,0.192,2.90E-08,6.10E-08,4.07E-07,6.88E-07,11.89,7.306,1.803
223,1456,17.6,47.872,5.25E-07,4.36E-07,9.62E-07,8.71E-07,0.783,0.533,0.415
224,1458,54.336,81.728,4.43E-07,5.82E-07,6.83E-07,3.39E-07,0.8,0.575,0.487
225,1461,0.301,0.461,3.00E-09,4.93E-09,3.14E-08,3.39E-07,1.67,0.626,0.132
226,1463,0.128,0.192,3.81E-08,3.76E-08,4.89E-08,0,4.753,1.962,0.496
227,1467,7.296,26.816,8.41E-07,9.78E-07,2.88E-06,5.22E-06,2.592,2.261,2.153
228,1468,10.496,51.136,3.04E-07,4.92E-07,3.67E-06,2.85E-05,3.902,3.34,2.886
229,1472,6.144,15.744,4.64E-07,7.75E-07,1.84E-06,2.01E-06,1.776,1.461,1.336
230,1481,0.384,1.408,6.18E-08,3.83E-08,8.42E-08,0,1.066,0.838,0.509
231,1492,1.664,4.096,2.22E-07,1.35E-07,8.83E-08,5.70E-07,0.678,0.531,0.463
232,1515,37.184,70.72,4.01E-07,3.82E-07,1.72E-06,3.14E-06,0.973,0.833,0.751
233,1518,0.384,1.088,6.13E-08,5.70E-08,4.64E-07,7.39E-07,3.618,3.178,1.299
234,1533,85.376,99.776,1.15E-06,2.58E-06,7.16E-06,3.52E-07,4.859,3.998,2.97
235,1540,16.128,55.424,2.97E-07,5.46E-07,1.27E-06,0,1.041,0.884,0.659
236,1541,10.56,26.24,5.26E-06,1.07E-05,4.24E-05,8.01E-05,38.315,35.584,31.737
237,1546,13.312,21.632,1.92E-08,2.17E-08,2.46E-07,2.52E-06,2.683,1.99,0.857
238,1551,12.16,29.44,6.32E-08,1.42E-07,1.12E-06,3.82E-06,0.666,0.582,0.501
239,1552,18.816,48.32,2.80E-07,3.25E-07,4.48E-07,4.62E-07,0.433,0.361,0.272
240,1553,0.512,0.96,1.44E-07,2.24E-07,1.51E-06,9.04E-06,13.703,10.759,7.009
241,1558,10.88,27.584,1.44E-07,1.71E-07,4.50E-07,6.09E-07,0.527,0.388,0.317
242,1559,12.608,32.384,2.57E-07,6.48E-07,2.44E-06,2.16E-06,1.082,0.961,0.852
243,1561,8.448,22.656,3.95E-07,3.78E-07,9.41E-07,0,0.891,0.809,0.714
244,1566,0.031,0.074,1.80E-09,5.25E-09,2.65E-08,2.54E-07,1.726,0.503,0.139
245,1567,5.312,17.152,2.26E-07,3.14E-07,5.94E-07,1.16E-06,0.702,0.536,0.497
246,1574,58.24,107.904,6.23E-07,7.43E-07,1.58E-06,5.57E-06,0.79,0.673,0.554
247,1578,6.336,20.544,8.61E-07,1.89E-06,5.68E-06,4.15E-06,4.007,3.747,3.591
248,1579,25.28,73.472,2.28E-07,4.66E-07,3.18E-06,1.45E-05,3.426,3.248,2.643
249,1580,15.168,38.848,2.08E-07,4.11E-07,1.41E-06,2.74E-06,1.364,1.209,1.124
250,1586,54.272,90.56,5.29E-07,1.02E-06,1.60E-06,1.58E-06,1.041,0.906,0.824
251,1588,0.192,0.384,7.28E-09,2.05E-08,1.03E-07,6.90E-07,2.936,1.434,0.513
252,1590,30.592,69.504,1.06E-06,8.26E-07,1.21E-06,0,0.662,0.577,0.493
253,1601,8.768,48.512,2.85E-07,3.63E-07,3.44E-06,1.67E-05,2.273,2.139,1.957
254,1604,9.664,28.8,1.69E-07,2.15E-07,4.57E-07,1.71E-06,0.631,0.533,0.446
255,1606,53.376,88.576,5.08E-06,8.82E-06,2.64E-05,2.17E-05,8.539,7.821,5.645
256,1609,1.472,12.672,2.84E-06,5.47E-06,1.69E-05,2.18E-05,67.589,58.282,38.757
257,1611,29.312,35.264,4.10E-08,7.02E-08,2.46E-07,0,1.226,0.994,0.535
258,1614,63.36,215.04,3.96E-07,9.15E-07,2.18E-06,1.06E-06,1.18,1.014,0.704
259,1623,25.024,66.112,1.07E-06,1.55E-06,7.40E-06,2.28E-05,3.555,2.979,2.558
260,1625,10.048,16.128,2.26E-06,5.85E-06,2.72E-05,8.08E-05,28.061,27.293,22.638
261,1626,23.36,30.336,7.54E-08,9.44E-08,3.10E-07,8.59E-07,3.229,2.629,1.24
262,1628,22.336,36.608,9.47E-07,1.08E-06,2.38E-06,1.67E-06,1.711,1.406,1.194
263,1634,0.768,1.408,2.89E-08,4.81E-08,6.77E-07,3.21E-06,2.365,1.803,1.485
264,1635,0.32,0.512,4.36E-09,1.90E-08,8.82E-08,5.82E-08,1.896,1.164,0.449
265,1636,0.768,2.048,5.97E-08,1.40E-07,3.14E-07,1.70E-08,1.514,1.363,0.96
266,1637,1.536,4.736,1.68E-08,3.54E-09,1.64E-07,1.74E-07,0.725,0.568,0.403
267,1642,28.352,82.88,1.50E-07,4.27E-07,1.37E-06,3.96E-07,0.649,0.503,0.428
268,1646,97.984,129.024,3.98E-07,4.58E-07,1.01E-06,0,1.023,0.928,0.494
269,1651,3.84,8.512,4.76E-07,3.75E-07,1.10E-06,3.41E-06,3.028,2.792,2.398
270,1652,23.936,67.712,2.74E-06,4.87E-06,1.09E-05,6.28E-06,4.232,4.084,3.931
